term,label,wiki_news_sim_score,twitter_sim_score,tweet_yes_no,tweet_count,same_section_count,same_paragraph_count,same_sec_yes_no,same_para_yes_no,word_article_yes_no,word_article_count
bits,0,0.2629886269569397,-0.001133054494857788,1,2406,464,74,1,1,1,1106
borer,0,0.24529868364334104,0.011779898777604105,1,102,54,6,1,1,1,179
cravat,0,0.26326581835746765,0.14990748465061188,1,2,3,0,1,0,1,6
melon,0,0.29580944776535034,-0.004743903875350952,1,229,29,3,1,1,1,53
fuji,0,0.04012468084692955,0.15371476113796234,1,567,84,10,1,1,1,18
moon,0,0.3340391516685486,0.13177135586738584,1,1368,389,44,1,1,1,343
love,0,0.3733747005462647,0.03658578544855118,1,35717,1376,219,1,1,1,2062
smartphone,0,0.3803211450576782,0.05184158310294151,1,2731,79,21,1,1,1,158
chapman,0,0.3186911344528198,0.17030714452266693,1,258,72,5,1,1,1,3
google,0,0.2333240509033203,0.036595728248357766,1,1031,153,28,1,1,1,26
computers,0,0.2706456184387207,0.11845159530639647,1,130,100,10,1,1,1,270
york,0,0.20277345180511475,0.1994517147541046,1,3138,2926,865,1,1,1,20
sweetness,0,0.31621962785720825,0.018877532333135605,1,11,2,1,1,1,1,6
fritter,0,0.2486155927181244,-0.007006220519542694,1,14,1,0,1,0,1,5
plate,0,0.3276907205581665,0.15785092115402222,1,5217,875,153,1,1,1,1563
mott,0,0.3161501884460449,0.11675845831632616,1,398,199,29,1,1,1,410
concentrate,0,0.3153092265129089,-0.016340455040335655,1,513,285,48,1,1,1,780
turnover,0,0.3062905669212341,0.24039337038993835,1,197,58,8,1,1,1,129
navel,0,0.27652353048324585,0.0599387027323246,1,37,12,1,1,1,1,19
balsam,0,0.18213245272636414,-0.003522610291838646,1,78,8,1,1,1,1,13
chinese,0,0.3944780826568604,0.15939824283123016,1,171,623,109,1,1,1,8
desk,0,0.26745691895484924,0.14950397610664368,1,1324,163,17,1,1,1,307
pawpaw,0,0.1888919323682785,0.06363900005817412,1,1,1,0,1,0,1,1
american,0,0.33198365569114685,0.07285938411951065,1,388,2790,461,1,1,1,116
chunk,0,0.26107245683670044,0.0496894046664238,1,507,39,7,1,1,1,93
desktop,0,0.3404309451580048,0.10342094302177428,1,38,17,3,1,1,1,28
pan,0,0.3097150921821594,-0.15538322925567627,1,65041,9415,3110,1,1,1,12812
hash,0,0.28102999925613403,0.1229296177625656,1,1718,91,13,1,1,1,167
candy,0,0.2850351631641388,-0.030296161770820618,1,1672,98,6,1,1,1,123
prairie,0,0.2522676587104797,0.14047260582447052,1,48,148,17,1,1,1,116
weed,0,0.3543858826160431,0.0710156261920929,1,1687,161,24,1,1,1,309
currant,0,0.3060441017150879,0.08347129821777344,1,10,3,0,1,0,1,6
key,0,0.3887920081615448,0.16230817139148712,1,19457,2116,384,1,1,1,4033
oct,0,0.015129655599594116,0.1112431138753891,1,15513,3817,715,1,1,1,1962
betty,0,0.2624697685241699,0.09565498679876328,1,614,62,0,1,0,0,0
butters,0,0.2330196052789688,0.13298757374286652,1,21,5,1,1,1,1,3
itunes,0,0.11811507493257525,-0.04328770563006401,1,3,0,0,0,0,1,1
coconut,0,0.2722429633140564,0.013709001243114471,1,281,44,3,1,1,1,81
canker,0,0.21419097483158112,0.1813439428806305,1,3,2,0,1,0,1,5
shack,0,0.2402401566505432,0.09869199991226196,1,389,98,9,1,1,1,133
cartilage,0,0.2878389358520508,0.17982596158981326,1,6,1,0,1,0,1,5
pupil,0,0.3413830399513245,0.20125338435173035,1,1245,127,12,1,1,1,402
cultural,0,0.4563121795654297,0.20816467702388766,1,1559,1848,392,1,1,1,3564
maple,0,0.23708520829677585,0.1085471212863922,1,138,190,31,1,1,1,158
onions,0,0.2104610800743103,0.07109978795051575,1,45,13,0,1,0,1,41
grapefruit,0,0.2812946438789368,0.0621982254087925,1,23,3,1,1,1,1,9
bartlett,0,0.3542160391807556,0.0344076007604599,1,36,36,7,1,1,0,0
corn,0,0.2599644064903259,0.08603914082050322,1,15096,2760,709,1,1,1,3903
babel,0,0.22085417807102206,-0.006039881147444247,1,40,25,2,1,1,1,6
tub,0,0.2426906228065491,-0.020939067006111145,1,4436,835,136,1,1,1,1244
kuchen,0,0.2354995161294937,-0.05961856245994567,0,0,3,0,1,0,1,6
johnny,0,0.17070907354354858,-0.023884419351816174,1,378,160,15,1,1,1,3
citrus,0,0.2548902332782745,0.0957084819674492,1,78,60,6,1,1,1,68
atari,0,0.17440730333328247,0.1157068982720375,1,240,33,5,1,1,1,92
grape,0,0.3215239644050598,0.10460063815116882,1,171,76,12,1,1,1,143
soup,0,0.2193792462348938,-0.0017393380403518677,1,292,69,7,1,1,1,137
americana,0,0.2345581650733948,-0.03220023214817047,1,15,35,4,1,1,1,53
john,0,0.09378227591514587,0.08199766278266908,1,8458,3246,595,1,1,1,54
san,0,0.26334482431411743,0.15224051475524902,1,63643,5706,1590,1,1,1,6709
flesh,0,0.3251551687717438,0.11880935728549954,1,487,50,7,1,1,1,92
temptation,0,0.3141159117221832,0.06361787766218185,1,65,24,3,1,1,1,22
mango,0,0.27673202753067017,-0.06265991181135178,1,371,44,9,1,1,1,40
almond,0,0.2543102502822876,0.02195097506046295,1,98,32,4,1,1,1,57
fragrance,0,0.2389187514781952,-0.037961222231388085,1,18,9,0,1,0,1,16
banana,0,0.3346339762210846,0.0020636171102523804,1,387,85,12,1,1,1,124
paradise,0,0.3757292032241821,0.08360032737255096,1,2514,192,39,1,1,1,87
abel,0,0.22763070464134216,0.05096714943647385,1,4623,686,91,1,1,1,1622
macs,0,0.20030634105205536,0.017442021518945694,1,173,7,0,1,0,1,5
jelly,0,0.2026939392089844,-0.008453309535980225,1,191,41,2,1,1,1,39
fawn,0,0.28855428099632263,0.2570755481719971,1,455,6,2,1,1,1,3
wedge,0,0.3249930143356323,0.18618664145469666,1,518,104,20,1,1,1,185
eggplant,0,0.28708475828170776,0.07714903354644775,1,6,6,0,1,0,1,14
pippin,0,0.29866236448287964,0.09279043972492218,1,27,3,2,1,1,1,1
gala,0,0.2121448516845703,-0.031912080943584435,1,955,280,30,1,1,1,261
mcintosh,0,0.2149122655391693,0.14270994067192078,1,17,1,0,1,0,0,0
pineapple,0,0.2986891269683838,0.03461027890443802,1,38,31,2,1,1,1,55
dumplings,0,0.2419716715812683,0.03719259798526764,1,32,13,0,1,0,1,25
guava,0,0.26103913784027105,0.02687922492623329,1,8,3,1,1,1,1,10
forbidden,0,0.3598446249961853,0.1305854767560959,1,515,138,36,1,1,1,241
avocado,0,0.2781110405921936,0.06664562225341797,1,119,9,1,1,1,1,22
oracle,0,0.2948240637779236,-0.026295626536011696,1,49,33,8,1,1,1,10
redness,0,0.2394455373287201,0.0984700545668602,1,82,30,2,1,1,1,64
tangerines,0,0.25536853075027466,-0.030254065990448,1,3,3,0,1,0,1,2
seed,0,0.2680342495441437,0.08487285673618318,1,644,213,23,1,1,1,415
carlson,0,0.3255248069763184,0.11739654093980788,1,35,25,5,1,1,0,0
pomelo,0,0.19184967875480646,-0.006653907708823681,1,6,1,0,1,0,1,3
soursop,0,0.3101872205734253,-0.060611560940742486,0,0,0,0,0,0,1,1
ibook,0,0.13563360273838046,0.016309402883052826,1,31,0,0,0,0,1,11
scab,0,0.2250046879053116,0.06676509976387024,1,81,10,0,1,0,1,18
narc,0,0.3121102154254913,0.19946858286857605,1,1626,266,24,1,1,1,669
cheer,0,0.2879658639431,-0.024082250893116,1,1573,110,9,1,1,1,254
dogwood,0,0.3333314657211304,0.1760862022638321,1,3,8,1,1,1,1,24
breakfast,0,0.2440972328186035,0.0698540210723877,1,388,116,14,1,1,1,189
eating,0,0.32940322160720825,0.07784251868724823,1,37845,2040,519,1,1,1,3908
command,0,0.2976776361465454,0.2385947853326797,1,1088,630,45,1,1,1,1243
peach,0,0.3771693408489227,-0.012333493679761888,1,884,113,32,1,1,1,83
novell,0,0.3409505784511566,0.016281239688396454,1,14,24,3,1,1,1,38
case,0,0.3174067139625549,0.10634389519691467,1,32607,2544,591,1,1,1,4345
juices,0,0.23644471168518064,0.058013916015625,1,33,8,0,1,0,1,15
cheeks,0,0.1998978853225708,0.05024605244398117,1,86,11,1,1,1,1,13
bough,0,0.18048247694969174,0.1353878378868103,1,1113,669,70,1,1,1,1615
packard,0,0.34785348176956177,0.11115221679210664,1,2,29,2,1,1,0,0
buds,0,0.21446318924427032,0.03496342897415161,1,1351,22,3,1,1,1,54
honeydew,0,0.17686498165130615,-0.006473947316408157,1,3,2,0,1,0,0,0
vinegar,0,0.2345474362373352,-0.03639185428619385,1,26,22,0,1,0,1,29
flowering,0,0.32875725626945496,0.0688420981168747,1,60,45,8,1,1,1,111
snake,0,0.3591414988040924,0.1682697981595993,1,419,165,24,1,1,1,272
contention,0,0.2938481569290161,0.13689863681793213,1,94,50,9,1,1,1,121
bronx,0,0.3303530216217041,0.28394609689712524,1,89,192,56,1,1,1,4
rose,0,0.25878867506980896,0.06776293367147446,1,10095,1617,247,1,1,1,2345
quince,0,0.2018549889326096,0.031777948141098016,1,75,17,4,1,1,1,13
motorola,0,0.3482000231742859,0.010172415524721146,1,2,12,1,1,1,0,0
eris,0,0.11052657663822174,-0.02427897602319717,1,2691,847,146,1,1,1,2068
golden,0,0.3430996537208557,0.08914381265640259,1,822,753,128,1,1,1,397
android,0,0.3262125849723816,0.02749899961054325,1,671,51,8,1,1,1,18
mill,0,0.2621857523918152,0.11238548159599304,1,20568,5355,1621,1,1,1,7223
bel,0,0.23016078770160675,0.0073573002591729155,1,69444,6192,1605,1,1,1,8786
moms,0,0.22010007500648496,0.02433066815137863,1,1243,6,0,1,0,1,3
pip,0,0.1353357434272766,0.014188081026077269,1,2393,758,125,1,1,1,1235
corer,0,0.2786266803741455,0.02681899443268776,1,188,16,3,1,1,1,55
raspberry,0,0.3026471436023712,-0.09079694747924803,1,25,15,2,1,1,1,12
chicken,0,0.32320237159729004,0.05437356233596802,1,1598,149,18,1,1,1,198
leaf,0,0.32071369886398315,0.17155863344669342,1,990,415,70,1,1,1,658
crackers,0,0.2329767644405365,0.04713939130306244,1,93,24,2,1,1,1,38
mold,0,0.2381522357463837,0.08597149699926376,1,195,139,16,1,1,1,223
buttercup,0,0.2349066436290741,-0.005712583661079407,1,10,2,0,1,0,1,4
serpent,0,0.317412793636322,0.14558859169483185,1,76,95,11,1,1,1,101
remains,0,0.314939022064209,0.20285986363887787,1,5407,1667,357,1,1,1,3415
rome,0,0.2865252196788788,0.1440596878528595,1,5446,1275,387,1,1,1,1738
willow,0,0.2269147932529449,0.06076131016016007,1,247,153,25,1,1,1,117
ibm,0,-0.04234972596168518,-0.01300417073071003,1,58,1,0,1,0,1,8
eclair,0,0.2267274856567383,-0.043341517448425286,1,37,9,2,1,1,1,6
ginger,0,0.2707175612449646,0.06529383361339569,1,285,45,3,1,1,1,47
lettuce,0,0.2715182304382324,0.07364461570978165,1,70,13,0,1,0,1,21
ida,0,0.09545471519231796,0.028120573610067368,1,56171,3407,760,1,1,1,6336
blight,0,0.3297734260559082,0.29779165983200073,1,252,72,17,1,1,1,140
wedges,0,0.2922112047672272,0.07304853200912476,1,31,6,0,1,0,1,23
arrow,0,0.32710424065589905,0.18040138483047485,1,25387,2124,696,1,1,1,3392
yogurt,0,0.2562347948551178,-0.01547802984714508,1,28,8,1,1,1,1,13
alar,0,0.4131142497062683,0.0974731296300888,1,4358,390,55,1,1,1,882
fire,0,0.3441849648952484,0.26865696907043457,1,20666,2597,433,1,1,1,4226
mangosteen,0,0.2598767876625061,-0.12306451797485353,0,0,1,0,1,0,1,1
vendors,0,0.2997778058052063,0.24130503833293915,1,2437,176,58,1,1,1,360
mac,0,0.2145153880119324,0.02407394163310528,1,21730,2919,574,1,1,1,3679
orchards,0,0.20656055212020874,0.02206081710755825,1,32,62,7,1,1,1,144
neatness,0,0.2925394177436829,0.13717105984687805,1,1,3,0,1,0,1,6
nut,0,0.3309528231620789,0.13078942894935608,1,36857,1964,396,1,1,1,3867
cider,0,0.1780487596988678,0.049305006861686713,1,83,27,1,1,1,1,49
family,0,0.2793382406234741,0.07318476587533951,1,10686,2013,301,1,1,1,4245
macadamia,0,0.25189781188964844,0.008696073666214943,1,5,3,1,1,1,1,4
polisher,0,0.33896443247795105,0.1355646550655365,1,4,4,0,1,0,1,8
bob,0,0.15304920077323916,0.03991444036364555,1,7346,547,92,1,1,1,165
peck,0,0.22093206644058228,0.13139250874519348,1,1320,104,13,1,1,1,124
raisins,0,0.166354700922966,0.021390248090028763,1,11,1,0,1,0,1,7
pistachio,0,0.3045902848243713,0.07125264406204224,1,30,1,0,1,0,1,6
manufacturers,0,0.2555493116378784,0.09626735746860504,1,1365,227,26,1,1,1,535
pome,0,0.2242651730775833,-0.03444429114460945,1,214,62,9,1,1,1,52
squash,0,0.2922529876232147,0.10471537709236144,1,247,52,6,1,1,1,135
deer,0,0.41472578048706055,0.32276058197021484,1,1666,287,48,1,1,1,404
candied,0,0.2511851787567139,0.025550544261932373,1,2,3,0,1,0,1,7
gold,0,0.2779337763786316,0.0321841835975647,1,3627,1640,282,1,1,1,1581
pudding,0,0.15982496738433838,0.001551106572151184,1,46,30,1,1,1,1,36
fanta,0,0.3620402812957764,-0.124339297413826,1,3285,249,38,1,1,1,318
datura,0,0.2700323760509491,-0.01102975383400917,1,3,2,1,1,1,1,3
grapes,0,0.23077547550201416,-0.036101095378398895,1,37,34,3,1,1,1,81
butternut,0,0.2979193329811096,0.12419652938842772,1,6,2,0,1,0,1,4
nyu,0,0.044573970139026635,0.13641351461410522,1,600,41,7,1,1,1,112
imac,0,0.2509600818157196,-0.00768771395087242,1,2182,83,22,1,1,1,245
microsystems,0,0.3156999945640564,0.04020372033119202,0,0,1,0,1,0,1,1
pet,0,0.3604954779148102,0.19906295835971832,1,26622,4154,873,1,1,1,5744
wife,0,0.32995176315307617,0.1103263720870018,1,2955,808,93,1,1,1,2094
oranges,0,0.21419936418533325,0.08081550151109695,1,82,16,1,1,1,1,44
false,0,0.3278667628765106,0.16031576693058014,1,3008,283,31,1,1,1,542
flatterer,0,0.4195926189422608,0.05039248988032341,1,1,0,0,0,0,0,0
bee,0,0.2389374375343323,0.07612672448158264,1,153363,9206,3279,1,1,1,12632
pomme,0,0.15982964634895325,-0.02772513404488564,1,9,19,0,1,0,1,27
cucumber,0,0.2788272798061371,0.036826014518737786,1,95,9,1,1,1,1,19
wild,0,0.4197290241718292,0.11376284062862395,1,5127,1077,173,1,1,1,1301
black,0,0.4201640486717224,0.09513479471206664,1,16576,2177,360,1,1,1,2493
commandment,0,0.2613707184791565,0.10874651372432707,1,26,13,2,1,1,1,10
olive,0,0.30046889185905457,0.10638906061649324,1,2901,323,39,1,1,1,175
eden,0,0.25541484355926514,0.1630363166332245,1,3673,726,105,1,1,1,1423
garbage,0,0.39129403233528137,0.11041302978992462,1,3522,147,20,1,1,1,263
woody,0,0.3765711188316345,0.08765625953674316,1,364,59,6,1,1,1,52
pocket,0,0.32458388805389404,-0.014046415686607359,1,1181,226,45,1,1,1,404
acer,0,0.27535176277160645,0.033151231706142426,1,1630,274,48,1,1,1,668
mixture,0,0.3274003267288208,0.03363461792469025,1,109,215,37,1,1,1,561
koch,0,0.08063773810863495,-0.033833183348178864,1,439,80,13,1,1,1,10
bottle,0,0.2486408203840256,0.002242401242256165,1,3506,351,68,1,1,1,628
cpu,0,0.09110495448112488,0.009824410080909727,1,147,0,0,0,0,1,4
juice,0,0.2761688828468323,0.030214913189411163,1,347,64,3,1,1,1,107
caramel,0,0.24976122379302976,-0.0016532950103282928,1,35,12,0,1,0,1,18
eater,0,0.30988118052482605,0.1319245994091034,1,10287,2265,455,1,1,1,4447
saucer,0,0.19251805543899536,0.04025964066386223,1,20,17,0,1,0,1,29
fox,0,0.2396950274705887,0.1169225499033928,1,5202,416,69,1,1,1,198
order,0,0.2941862046718597,0.0437326617538929,1,29101,4333,1077,1,1,1,7484
western,0,0.3939092457294464,0.17880941927433014,1,2838,3536,949,1,1,1,4761
cabbage,0,0.29771605134010315,0.04025564342737198,1,52,44,2,1,1,1,44
steve,0,0.2355976104736328,0.02030540257692337,1,3995,574,91,1,1,1,41
harlem,0,0.3235850930213928,0.05583393946290016,1,94,173,46,1,1,1,76
mouth,0,0.2433035373687744,0.051945142447948456,1,6141,925,213,1,1,1,1824
pomi,0,0.12372536957263948,0.2033233344554901,1,10,2,0,1,0,1,3
iphone,0,0.2169736623764038,-0.005324710160493851,1,1588,6,0,1,0,1,10
icon,0,0.29445451498031616,-0.03675254061818123,1,5239,538,105,1,1,1,1265
mistletoe,0,0.24431738257408145,0.02553822100162506,1,340,2,0,1,0,1,2
neck,0,0.286274254322052,0.1748540997505188,1,2568,500,101,1,1,1,776
appeal,0,0.36632460355758667,0.22646209597587585,1,11028,528,105,1,1,1,1049
babylon,0,0.26490241289138794,0.08913150429725647,1,12,45,7,1,1,1,1
hawthorn,0,0.24160732328891754,0.08497350662946701,1,113,100,16,1,1,1,20
strawberry,0,0.338518500328064,0.011079065501689913,1,54,53,3,1,1,1,36
lunch,0,0.3019898533821106,0.08261673897504808,1,2191,200,31,1,1,1,362
milk,0,0.2556777000427246,-0.020757898688316345,1,1390,229,35,1,1,1,330
fiber,0,0.2548059821128845,0.13342028856277466,1,164,131,14,1,1,1,305
danish,0,0.32319140434265137,0.08153124153614044,1,17,176,43,1,1,1,1
russet,0,0.31260019540786743,0.17790471017360687,1,4,1,0,1,0,1,2
nyc,0,0.12280065566301344,0.2671150863170624,1,10319,32,2,1,1,1,127
raisin,0,0.2234914600849152,0.034250400960445404,1,2356,463,86,1,1,1,1080
logos,0,0.2447767853736877,-0.010218922048807144,1,126,50,4,1,1,1,109
pie,0,0.23632659018039706,-0.05326058715581894,1,24236,4310,1112,1,1,1,6799
dons,0,0.22522610425949094,0.06162988394498825,1,701,69,6,1,1,1,149
adams,0,0.2295323610305786,0.11658315360546112,1,728,254,40,1,1,1,4
kiwi,0,0.21217653155326846,0.0035550594329833984,1,317,22,3,1,1,1,17
granny,0,0.3145492672920227,0.008222930133342743,1,204,15,4,1,1,1,3
nasdaq,0,0.21733230352401733,0.07104669511318208,1,6,0,0,0,0,0,0
nike,0,0.14136970043182373,-0.026017874479293827,1,219,95,9,1,1,1,174
calva,0,0.21598055958747864,-0.002269869670271873,1,5,35,5,1,1,1,12
biscuit,0,0.22539156675338745,0.041325222700834274,1,148,29,1,1,1,1,60
sony,0,0.11230403929948808,-0.07968135178089142,1,110,54,7,1,1,1,9
mint,0,0.28218838572502136,-0.05570974573493004,1,990,176,19,1,1,1,343
intel,0,0.22373175621032715,0.036652278155088425,1,8587,687,111,1,1,1,1115
northern,0,0.34910890460014343,0.20186670124530792,1,1516,3152,799,1,1,1,4466
apricot,0,0.21971334517002106,0.08083008974790573,1,22,19,2,1,1,1,27
red,0,0.3833736181259155,0.1319676786661148,1,345725,14767,7531,1,1,1,16522
edible,0,0.3677709102630615,0.02301187440752983,1,2578,110,9,1,1,1,263
dell,0,0.2019526958465576,-0.013285931199789049,1,3662,705,135,1,1,1,1460
cheese,0,0.302986204624176,0.043614324182271964,1,904,121,14,1,1,1,196
sour,0,0.2971101403236389,-0.04095272719860077,1,8480,2107,299,1,1,1,4406
pears,0,0.2021212875843048,-0.02839139103889465,1,4802,717,122,1,1,1,1640
persimmons,0,0.2417678385972977,0.03494613617658615,1,2,0,0,0,0,1,1
logo,0,0.2259316146373749,-0.027494734153151512,1,787,321,35,1,1,1,762
newtown,0,0.3531554937362671,0.1627638041973114,1,31,74,12,1,1,1,3
commodore,0,0.2320639044046402,0.11538054049015045,1,26,49,3,1,1,1,11
heart,0,0.3418697118759155,0.0908893495798111,1,10678,1251,256,1,1,1,1995
baldwin,0,0.3220919966697693,0.1840660274028778,1,133,87,9,1,1,1,1
discord,0,0.25711625814437866,0.11436360329389572,1,69,13,1,1,1,1,25
sandwich,0,0.35422247648239136,0.03390217572450638,1,593,117,17,1,1,1,197
wonder,0,0.2723450064659119,0.08528882265090942,1,17773,319,50,1,1,1,332
scrapple,0,0.3121173679828644,0.09110980480909348,1,3,0,0,0,0,0,0
mulberry,0,0.2646673321723938,0.107402041554451,1,9,35,8,1,1,1,20
bananas,0,0.2444422245025635,0.0013520978391170502,1,135,28,4,1,1,1,54
peaches,0,0.23548763990402224,0.01102851703763008,1,43,10,0,1,0,1,18
crabs,0,0.23148199915885925,0.08751381933689117,1,11,16,2,1,1,1,45
calvados,0,0.2179829180240631,-0.022334344685077667,0,0,4,0,1,0,0,0
box,0,0.2472487688064575,0.02774624712765217,1,8757,1553,339,1,1,1,2555
throat,0,0.21585871279239652,0.09161540120840073,1,322,74,3,1,1,1,154
collar,0,0.34997183084487915,0.1417401134967804,1,243,89,8,1,1,1,201
chocolate,0,0.3198897540569305,-0.10531153529882432,1,277,89,10,1,1,1,157
iowa,0,0.08262868225574492,0.1492142230272293,1,220,183,39,1,1,1,13
lotus,0,0.2457157671451569,0.13095195591449738,1,51,49,9,1,1,1,32
puffin,0,0.28838756680488586,0.11385173350572585,1,382,19,14,1,1,1,15
aubergine,0,0.266730934381485,0.024096492677927017,1,1,4,0,1,0,1,6
eye,0,0.3715648055076599,0.16355249285697934,1,30627,1350,243,1,1,1,2539
bowery,0,0.4765617847442627,0.10528796911239624,1,17,35,8,1,1,1,2
lump,0,0.21846365928649905,0.004721403121948242,1,836,224,42,1,1,1,220
season,0,0.2545643448829651,0.0898502841591835,1,8139,1149,237,1,1,1,2602
giuliani,0,0.2477520406246185,0.12111099064350128,1,1,19,1,1,1,0,0
biscuits,0,0.17309342324733734,0.034742221236228936,1,76,16,1,1,1,1,34
bunch,0,0.3729904294013977,0.06455858051776886,1,5678,47,7,1,1,1,88
pine,0,0.27345195412635803,0.1312907338142395,1,7575,975,218,1,1,1,1635
microsoft,0,0.197791188955307,0.002480702474713325,1,9,63,6,1,1,1,1
celery,0,0.3008463978767395,-0.07594523578882217,1,9,4,0,1,0,1,8
jack,0,0.27672621607780457,0.013585194945335388,1,6081,1220,208,1,1,1,612
disc,0,0.294339656829834,0.1180228441953659,1,21451,3224,591,1,1,1,5946
